frame,left,right,diff,decision,npu_ms
frame_000427.jpg,-0.009106,0.007471,-0.016577,left,34.7
frame_000428.jpg,-0.014746,0.011719,-0.026465,left,34.7
frame_000429.jpg,-0.018591,0.014355,-0.032947,left,34.4
frame_000430.jpg,-0.022180,0.016797,-0.038977,left,34.7
frame_000431.jpg,-0.028076,0.020117,-0.048193,left,34.7
frame_000432.jpg,-0.042212,0.029736,-0.071948,left,34.4
frame_000433.jpg,-0.065503,0.050732,-0.116235,left,34.7
frame_000434.jpg,-0.088867,0.081616,-0.170483,left,34.7
frame_000435.jpg,-0.095239,0.092462,-0.187701,left,34.4
frame_000436.jpg,-0.096118,0.094489,-0.190607,left,34.7
frame_000437.jpg,-0.095972,0.094763,-0.190735,left,34.7
frame_000438.jpg,-0.095752,0.094815,-0.190567,left,34.4
frame_000439.jpg,-0.096118,0.094812,-0.190930,left,34.7
frame_000440.jpg,-0.095166,0.082300,-0.177466,left,34.7
frame_000441.jpg,-0.094727,0.079114,-0.173840,left,34.4
frame_000442.jpg,-0.094727,0.078149,-0.172876,left,34.7
frame_000443.jpg,-0.094873,0.077917,-0.172791,left,34.7
frame_000444.jpg,-0.092529,0.077930,-0.170459,left,34.4
frame_000445.jpg,-0.086963,0.089154,-0.176117,left,34.7
frame_000446.jpg,0.025684,0.120715,-0.095032,left,34.7
frame_000447.jpg,0.121484,0.159375,-0.037891,left,34.4
frame_000448.jpg,0.213330,0.204492,+0.008838,right,34.7
frame_000449.jpg,0.214209,0.205957,+0.008252,right,34.7
frame_000450.jpg,0.214209,0.206055,+0.008154,right,34.4
frame_000451.jpg,0.214209,0.206055,+0.008154,right,34.6
frame_000452.jpg,0.214209,0.206055,+0.008154,right,34.7
frame_000453.jpg,0.214209,0.206055,+0.008154,right,34.4
frame_000454.jpg,0.214209,0.206055,+0.008154,right,34.7
frame_000455.jpg,0.214209,0.206055,+0.008154,right,34.7
frame_000456.jpg,0.148291,0.152881,-0.004590,left,34.5
frame_000457.jpg,0.147705,0.152295,-0.004590,left,34.7
frame_000458.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000459.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000460.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000461.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000462.jpg,0.147632,0.152246,-0.004614,left,34.5
frame_000463.jpg,0.185132,0.177393,+0.007739,right,34.7
frame_000464.jpg,0.217725,0.208691,+0.009033,right,34.7
frame_000465.jpg,0.217725,0.208691,+0.009033,right,34.4
frame_000466.jpg,0.217725,0.208691,+0.009033,right,34.7
frame_000467.jpg,0.217578,0.208301,+0.009277,right,34.7
frame_000468.jpg,0.214355,0.206055,+0.008301,right,34.4
frame_000469.jpg,0.212012,0.204102,+0.007910,right,34.7
frame_000470.jpg,0.213037,0.205176,+0.007861,right,34.7
frame_000471.jpg,0.216260,0.208105,+0.008154,right,34.4
frame_000472.jpg,0.214502,0.206543,+0.007959,right,34.7
frame_000473.jpg,0.212598,0.203711,+0.008887,right,34.7
frame_000474.jpg,0.213477,0.203711,+0.009766,right,34.4
frame_000475.jpg,0.213330,0.203711,+0.009619,right,34.7
frame_000476.jpg,0.213330,0.203711,+0.009619,right,34.7
frame_000477.jpg,0.213330,0.203711,+0.009619,right,34.4
frame_000478.jpg,0.213330,0.203711,+0.009619,right,34.7
frame_000479.jpg,0.213330,0.203711,+0.009619,right,34.7
frame_000480.jpg,0.213330,0.203711,+0.009619,right,34.4
frame_000481.jpg,0.213330,0.203711,+0.009619,right,34.7
frame_000482.jpg,0.148657,0.153027,-0.004370,left,34.7
frame_000483.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000484.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000485.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000486.jpg,0.147632,0.152246,-0.004614,left,34.5
frame_000487.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000488.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000489.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000490.jpg,0.153857,0.155029,-0.001172,left,34.7
frame_000491.jpg,0.213916,0.204980,+0.008936,right,34.7
frame_000492.jpg,0.217725,0.208691,+0.009033,right,34.4
frame_000493.jpg,0.217725,0.208691,+0.009033,right,34.7
frame_000494.jpg,0.217725,0.208691,+0.009033,right,34.7
frame_000495.jpg,0.217871,0.208496,+0.009375,right,34.4
frame_000496.jpg,0.214648,0.206055,+0.008594,right,34.7
frame_000497.jpg,0.212891,0.205176,+0.007715,right,34.7
frame_000498.jpg,0.213037,0.206152,+0.006885,right,34.5
frame_000499.jpg,0.216406,0.208105,+0.008301,right,34.7
frame_000500.jpg,0.214502,0.206250,+0.008252,right,34.7
frame_000501.jpg,0.213623,0.204785,+0.008838,right,34.4
frame_000502.jpg,0.213916,0.203320,+0.010596,right,34.7
frame_000503.jpg,0.213770,0.203320,+0.010449,right,34.7
frame_000504.jpg,0.213916,0.203320,+0.010596,right,34.4
frame_000505.jpg,0.213770,0.203320,+0.010449,right,34.7
frame_000506.jpg,0.213916,0.203320,+0.010596,right,34.7
frame_000507.jpg,0.213770,0.203320,+0.010449,right,34.4
frame_000508.jpg,0.213916,0.203320,+0.010596,right,34.7
frame_000509.jpg,0.213770,0.203320,+0.010449,right,34.7
frame_000510.jpg,0.213916,0.203320,+0.010596,right,34.4
frame_000511.jpg,0.148657,0.153125,-0.004468,left,34.7
frame_000512.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000513.jpg,0.147559,0.152197,-0.004639,left,34.4
frame_000514.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000515.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000516.jpg,0.147559,0.152197,-0.004639,left,34.4
frame_000517.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000518.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000519.jpg,0.185132,0.177393,+0.007739,right,34.4
frame_000520.jpg,0.213916,0.204980,+0.008936,right,34.7
frame_000521.jpg,0.213916,0.205078,+0.008838,right,34.7
frame_000522.jpg,0.213916,0.205078,+0.008838,right,34.5
frame_000523.jpg,0.213916,0.205078,+0.008838,right,34.7
frame_000524.jpg,0.212598,0.203516,+0.009082,right,34.7
frame_000525.jpg,0.215381,0.206641,+0.008740,right,34.4
frame_000526.jpg,0.213184,0.203418,+0.009766,right,34.7
frame_000527.jpg,0.214648,0.204785,+0.009863,right,34.7
frame_000528.jpg,0.214795,0.206836,+0.007959,right,34.4
frame_000529.jpg,0.211426,0.204004,+0.007422,right,34.7
frame_000530.jpg,0.214209,0.205273,+0.008936,right,34.7
frame_000531.jpg,0.208496,0.202930,+0.005566,right,34.4
frame_000532.jpg,0.209961,0.204004,+0.005957,right,34.7
frame_000533.jpg,0.209961,0.203906,+0.006055,right,34.7
frame_000534.jpg,0.209961,0.203906,+0.006055,right,34.5
frame_000535.jpg,0.209961,0.203906,+0.006055,right,34.7
frame_000536.jpg,0.209961,0.203906,+0.006055,right,34.7
frame_000537.jpg,0.147998,0.152832,-0.004834,left,34.4
frame_000538.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000539.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000540.jpg,0.147559,0.152197,-0.004639,left,34.4
frame_000541.jpg,0.153857,0.155078,-0.001221,left,34.7
frame_000542.jpg,0.209668,0.202148,+0.007520,right,34.7
frame_000543.jpg,0.216553,0.208008,+0.008545,right,34.4
frame_000544.jpg,0.216553,0.208105,+0.008447,right,34.7
frame_000545.jpg,0.216553,0.208008,+0.008545,right,34.7
frame_000546.jpg,0.216553,0.208105,+0.008447,right,34.4
frame_000547.jpg,0.214941,0.204980,+0.009961,right,34.7
frame_000548.jpg,0.212012,0.202832,+0.009180,right,34.7
frame_000549.jpg,0.214355,0.204102,+0.010254,right,34.4
frame_000550.jpg,0.213477,0.204980,+0.008496,right,34.7
frame_000551.jpg,0.215088,0.207910,+0.007178,right,34.7
frame_000552.jpg,0.214648,0.208301,+0.006348,right,34.4
frame_000553.jpg,0.207324,0.199219,+0.008105,right,34.7
frame_000554.jpg,0.208350,0.200488,+0.007861,right,34.7
frame_000555.jpg,0.208350,0.200488,+0.007861,right,34.4
frame_000556.jpg,0.208350,0.200488,+0.007861,right,34.7
frame_000557.jpg,0.208350,0.200488,+0.007861,right,34.7
frame_000558.jpg,0.208350,0.200488,+0.007861,right,34.5
frame_000559.jpg,0.148511,0.153076,-0.004565,left,34.7
frame_000560.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000561.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000562.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000563.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000564.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000565.jpg,0.185132,0.177393,+0.007739,right,34.7
frame_000566.jpg,0.217578,0.207910,+0.009668,right,34.7
frame_000567.jpg,0.216846,0.207422,+0.009424,right,34.4
frame_000568.jpg,0.216846,0.207422,+0.009424,right,34.7
frame_000569.jpg,0.215088,0.205664,+0.009424,right,34.7
frame_000570.jpg,0.214209,0.205469,+0.008740,right,34.4
frame_000571.jpg,0.212305,0.202246,+0.010059,right,34.7
frame_000572.jpg,0.215967,0.204883,+0.011084,right,34.7
frame_000573.jpg,0.212305,0.204980,+0.007324,right,34.4
frame_000574.jpg,0.214355,0.205957,+0.008398,right,34.7
frame_000575.jpg,0.214502,0.204395,+0.010107,right,34.7
frame_000576.jpg,0.212158,0.203418,+0.008740,right,34.5
frame_000577.jpg,0.211426,0.204785,+0.006641,right,34.7
frame_000578.jpg,0.211572,0.204980,+0.006592,right,34.7
frame_000579.jpg,0.211426,0.204883,+0.006543,right,34.4
frame_000580.jpg,0.148071,0.152881,-0.004810,left,34.7
frame_000581.jpg,0.147559,0.152246,-0.004688,left,34.7
frame_000582.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000583.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000584.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000585.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000586.jpg,0.185132,0.177393,+0.007739,right,34.7
frame_000587.jpg,0.209229,0.198877,+0.010352,right,34.7
frame_000588.jpg,0.209229,0.198877,+0.010352,right,34.4
frame_000589.jpg,0.209229,0.198877,+0.010352,right,34.6
frame_000590.jpg,0.209229,0.198877,+0.010352,right,34.7
frame_000591.jpg,0.212598,0.202832,+0.009766,right,34.4
frame_000592.jpg,0.215674,0.205664,+0.010010,right,34.7
frame_000593.jpg,0.211865,0.201660,+0.010205,right,34.7
frame_000594.jpg,0.215088,0.205664,+0.009424,right,34.4
frame_000595.jpg,0.213916,0.205273,+0.008643,right,34.7
frame_000596.jpg,0.212012,0.204980,+0.007031,right,34.7
frame_000597.jpg,0.214502,0.204492,+0.010010,right,34.4
frame_000598.jpg,0.210840,0.202246,+0.008594,right,34.7
frame_000599.jpg,0.210107,0.203613,+0.006494,right,34.7
frame_000600.jpg,0.210254,0.203711,+0.006543,right,34.4
frame_000601.jpg,0.210254,0.203711,+0.006543,right,34.7
frame_000602.jpg,0.148364,0.152979,-0.004614,left,34.7
frame_000603.jpg,0.147632,0.152246,-0.004614,left,34.4
frame_000604.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000605.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000606.jpg,0.147632,0.152246,-0.004614,left,34.5
frame_000607.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000608.jpg,0.162720,0.152881,+0.009839,right,34.7
frame_000609.jpg,0.208936,0.198584,+0.010352,right,34.4
frame_000610.jpg,0.208936,0.198730,+0.010205,right,34.7
frame_000611.jpg,0.209229,0.198877,+0.010352,right,34.7
frame_000612.jpg,0.209229,0.198877,+0.010352,right,34.5
frame_000613.jpg,0.209229,0.198877,+0.010352,right,34.7
frame_000614.jpg,0.210986,0.201270,+0.009717,right,34.7
frame_000615.jpg,0.208496,0.200781,+0.007715,right,34.4
frame_000616.jpg,0.206299,0.198975,+0.007324,right,34.7
frame_000617.jpg,0.213184,0.205664,+0.007520,right,34.7
frame_000618.jpg,0.215820,0.206934,+0.008887,right,34.5
frame_000619.jpg,0.214502,0.206445,+0.008057,right,34.7
frame_000620.jpg,0.214209,0.204297,+0.009912,right,34.7
frame_000621.jpg,0.208203,0.206543,+0.001660,right,34.4
frame_000622.jpg,0.208350,0.206543,+0.001807,right,34.7
frame_000623.jpg,0.208789,0.206934,+0.001855,right,34.7
frame_000624.jpg,0.147632,0.152686,-0.005054,left,34.4
frame_000625.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000626.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000627.jpg,0.147559,0.152197,-0.004639,left,34.4
frame_000628.jpg,0.147632,0.152295,-0.004663,left,34.7
frame_000629.jpg,0.162866,0.153076,+0.009790,right,34.7
frame_000630.jpg,0.213477,0.204590,+0.008887,right,34.5
frame_000631.jpg,0.216553,0.208008,+0.008545,right,34.7
frame_000632.jpg,0.216553,0.208105,+0.008447,right,34.7
frame_000633.jpg,0.216553,0.208008,+0.008545,right,34.4
frame_000634.jpg,0.216992,0.208691,+0.008301,right,34.7
frame_000635.jpg,0.213916,0.204785,+0.009131,right,34.7
frame_000636.jpg,0.214355,0.204102,+0.010254,right,34.4
frame_000637.jpg,0.213477,0.204980,+0.008496,right,34.7
frame_000638.jpg,0.216553,0.207031,+0.009522,right,34.7
frame_000639.jpg,0.214795,0.206836,+0.007959,right,34.4
frame_000640.jpg,0.207324,0.199170,+0.008154,right,34.7
frame_000641.jpg,0.208350,0.200488,+0.007861,right,34.7
frame_000642.jpg,0.207471,0.204102,+0.003369,right,34.4
frame_000643.jpg,0.207471,0.204102,+0.003369,right,34.7
frame_000644.jpg,0.147778,0.152832,-0.005054,left,34.7
frame_000645.jpg,0.147632,0.152295,-0.004663,left,34.4
frame_000646.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000647.jpg,0.147559,0.152197,-0.004639,left,34.7
frame_000648.jpg,0.147632,0.152295,-0.004663,left,34.5
frame_000649.jpg,0.147632,0.152246,-0.004614,left,34.7
frame_000650.jpg,0.162720,0.152979,+0.009741,right,34.7
frame_000651.jpg,0.211865,0.202246,+0.009619,right,34.4
frame_000652.jpg,0.212012,0.202246,+0.009766,right,34.7
frame_000653.jpg,0.212012,0.202246,+0.009766,right,34.7
frame_000654.jpg,0.212012,0.202246,+0.009766,right,34.4
frame_000655.jpg,0.217432,0.209180,+0.008252,right,34.7
frame_000656.jpg,0.212598,0.204102,+0.008496,right,34.7
frame_000657.jpg,0.214795,0.204590,+0.010205,right,34.4
frame_000658.jpg,0.214795,0.203613,+0.011182,right,34.7
frame_000659.jpg,0.215674,0.208984,+0.006689,right,34.7
frame_000660.jpg,0.213037,0.206445,+0.006592,right,34.5
frame_000661.jpg,0.212451,0.203027,+0.009424,right,34.7
frame_000662.jpg,0.210254,0.204688,+0.005566,right,34.7
frame_000663.jpg,0.209961,0.204785,+0.005176,right,34.4
frame_000664.jpg,0.210400,0.205078,+0.005322,right,34.7
frame_000665.jpg,0.210400,0.205078,+0.005322,right,34.7
